S.No.,Rule,Support,Lift,Confidence
592,FOUR BEAN SALAD 2/35.5 OZ  , RASPBERRIES 12OZ CLMSHEL,0.058,17,1
593,KS BUTTER QTRS  6-4/1#  , RASPBERRIES 12OZ CLMSHEL,0.058,17,1
594,CLOS DU BOIS CHARDONNAY  , RASPBERRIES 12OZ CLMSHEL,0.058,17,1
595,SALAD MIX  , RASPBERRIES 12OZ CLMSHEL,0.058,17,1
596,RASPBERRIES 12OZ CLMSHEL  , SOUVERAIN CHARDONNAY,0.058,17,1
597,FOUR BEAN SALAD 2/35.5 OZ  , SOUVERAIN CHARDONNAY,0.058,17,1
598,BODEGA NORTON MALBEC RSV  , SOUVERAIN CHARDONNAY,0.058,17,1
599,CHICKEN POT PIES 8CT/10OZ  , SOUVERAIN CHARDONNAY,0.058,17,1
600,WILD PACIFIC COLD WATER  , SOUVERAIN CHARDONNAY,0.058,17,1
601,LA CARRAIA UMBRIA  , SOUVERAIN CHARDONNAY,0.058,17,1
602,CEDAR GRILLING PLANKS 6PK  , SOUVERAIN CHARDONNAY,0.058,17,1
603,BENMARCO MALBEC  , SOUVERAIN CHARDONNAY,0.058,17,1
604,KS BUTTER QTRS  6-4/1#  , SOUVERAIN CHARDONNAY,0.058,17,1
605,WHOLE ARTICHOKES 6/2-32OZ  , SOUVERAIN CHARDONNAY,0.058,17,1
606,SALONPAS PAIN RELIEVING  , SOUVERAIN CHARDONNAY,0.058,17,1
607,SALAD MIX  , SOUVERAIN CHARDONNAY,0.058,17,1
608,ORGANIC BABY SPINACH  , SOUVERAIN CHARDONNAY,0.058,17,1
609,CHKN POTSTICKERS 9/4.2#  , SOUVERAIN CHARDONNAY,0.058,17,1
610,KS CHARDONNAY 1.5L  , SOUVERAIN CHARDONNAY,0.058,17,1
611,KS HEALTHY WEIGHT CAT 20#  , SOUVERAIN CHARDONNAY,0.058,17,1
612,NP ORG FLAX GRNOLA 35.3Z  , SOUVERAIN CHARDONNAY,0.058,8.5,1
613,CLOS DU BOIS CHARDONNAY  , SOUVERAIN CHARDONNAY,0.058,17,1
614,SOUVERAIN CHARDONNAY  , SOUVERAIN CHARDONNAY,0.058,17,1
615,KJ GRAND RSV CHARDONNAY  , SOUVERAIN CHARDONNAY,0.058,17,1
616,KASIA'S PIEROGI 8/3-14 OZ  , SOUVERAIN CHARDONNAY,0.058,17,1
617,CRIMINI MUSHROOMS  , SOUVERAIN CHARDONNAY,0.058,17,1
618,SUGAR SNAP PEA  , SOUVERAIN CHARDONNAY,0.058,8.5,1
619,KS MALBEC  , SOUVERAIN CHARDONNAY,0.058,17,1
620,GOURMET CHOCOLATE CHUNK  , BUTTER POUND CAKE,0.058,17,1
621,CHICKEN ALFREDO  , BUTTER POUND CAKE,0.058,17,1
622,KS ORANGE JUICE 1 GALLON  , BUTTER POUND CAKE,0.058,17,1
623,BANANAS  , BUTTER POUND CAKE,0.058,5.666,1
624,CNTRY TIME LEMONADE 67.3Z  , BUTTER POUND CAKE,0.058,17,1
625,KS CUTS IN GRAVY 24/13.2  , BUTTER POUND CAKE,0.058,17,1
626,KS WHEAT BREAD  , BUTTER POUND CAKE,0.058,17,1
627,BUTTER POUND CAKE  , BUTTER POUND CAKE,0.058,17,1
628,KS 2% LOWFAT MILK 2/1 GAL  , BUTTER POUND CAKE,0.058,17,1
629,KS VITARAIN ZERO 24/20 OZ  , BUTTER POUND CAKE,0.058,17,1
630,KS WHOLE MILK 2/1 GALLON  , STRAWBERRIES,0.058,17,1
631,STRAWBERRIES  , STRAWBERRIES,0.058,17,1
632,BANANAS  , STRAWBERRIES,0.058,5.666,1
633,KS SUPREME DIAPERS SZ 5  , STRAWBERRIES,0.058,17,1
634,KS EVRONRESP LIQLDY 120LD  , STRAWBERRIES,0.058,17,1
635,CRIMINI MUSHROOMS  , CRIMINI MUSHROOMS,0.058,17,1
636,WHOLE ARTICHOKES 6/2-32OZ  , CRIMINI MUSHROOMS,0.058,17,1
637,WILD PACIFIC COLD WATER  , CRIMINI MUSHROOMS,0.058,17,1
638,KS BUTTER QTRS  6-4/1#  , CRIMINI MUSHROOMS,0.058,17,1
639,KASIA'S PIEROGI 8/3-14 OZ  , CRIMINI MUSHROOMS,0.058,17,1
640,RASPBERRIES 12OZ CLMSHEL  , CRIMINI MUSHROOMS,0.058,17,1
641,BENMARCO MALBEC  , CRIMINI MUSHROOMS,0.058,17,1
642,SALAD MIX  , CRIMINI MUSHROOMS,0.058,17,1
643,SALONPAS PAIN RELIEVING  , CRIMINI MUSHROOMS,0.058,17,1
644,KS HEALTHY WEIGHT CAT 20#  , CRIMINI MUSHROOMS,0.058,17,1
645,KJ GRAND RSV CHARDONNAY  , CRIMINI MUSHROOMS,0.058,17,1
646,CLOS DU BOIS CHARDONNAY  , CRIMINI MUSHROOMS,0.058,17,1
647,KS CHARDONNAY 1.5L  , CRIMINI MUSHROOMS,0.058,17,1
648,CHICKEN POT PIES 8CT/10OZ  , CRIMINI MUSHROOMS,0.058,17,1
649,LA CARRAIA UMBRIA  , CRIMINI MUSHROOMS,0.058,17,1
650,ORGANIC BABY SPINACH  , CRIMINI MUSHROOMS,0.058,17,1
651,KS MALBEC  , CRIMINI MUSHROOMS,0.058,17,1
652,BODEGA NORTON MALBEC RSV  , CRIMINI MUSHROOMS,0.058,17,1
653,NP ORG FLAX GRNOLA 35.3Z  , CRIMINI MUSHROOMS,0.058,8.5,1
654,CHKN POTSTICKERS 9/4.2#  , CRIMINI MUSHROOMS,0.058,17,1
655,CEDAR GRILLING PLANKS 6PK  , CRIMINI MUSHROOMS,0.058,17,1
656,SUGAR SNAP PEA  , CRIMINI MUSHROOMS,0.058,8.5,1
657,SOUVERAIN CHARDONNAY  , CRIMINI MUSHROOMS,0.058,17,1
658,FOUR BEAN SALAD 2/35.5 OZ  , CRIMINI MUSHROOMS,0.058,17,1
659,SCOOP AWAY 42LB LITTER BG  , FRESH CELERY STALKS,0.058,17,1
660,ROMA TOMATOES  , FRESH CELERY STALKS,0.058,17,1
661,BAGELS 12 COUNT  , FRESH CELERY STALKS,0.058,17,1
662,ORGANIC GREEN BEANS 8/5#  , FRESH CELERY STALKS,0.058,17,1
663,HALF & HALF UP HG  , FRESH CELERY STALKS,0.058,17,1
664,FROSTED MINI-WHEATS 70 OZ  , FRESH CELERY STALKS,0.058,17,1
665,BROCCOLI FLORETS 8/3.5#  , FRESH CELERY STALKS,0.058,17,1
666,KS PLC WRAP 2/750'11 7/8  , FRESH CELERY STALKS,0.058,17,1
667,RED SKIN MASHED POTATOES  , FRESH CELERY STALKS,0.058,17,1
668,KS MOIST FLUSHABLE WIPES  , FRESH CELERY STALKS,0.058,17,1
669,ORGANIC SPRING MIX  , FRESH CELERY STALKS,0.058,17,1
670,GLADE SCENTED OIL HWN BRZ  , FRESH CELERY STALKS,0.058,17,1
671,WHOLE GRAIN WHITE 2/32 OZ  , FRESH CELERY STALKS,0.058,17,1
672,KS PECORINO ROMANO 1.7#RW  , FRESH CELERY STALKS,0.058,17,1
673,SUGAR SNAP PEA  , FRESH CELERY STALKS,0.058,8.5,1
674,BTB ORG CHICKEN BASE 16OZ  , FRESH CELERY STALKS,0.058,17,1
675,GAROFALO PASTA VTY 6/1.1#  , FRESH CELERY STALKS,0.058,17,1
676,RICE KRISPIE TRT 54/.78 Z  , FRESH CELERY STALKS,0.058,17,1
677,FRIGO STRING CHEESE 60/1Z  , FRESH CELERY STALKS,0.058,17,1
678,7-CHZ RAINBOW TORTELLINI  , FRESH CELERY STALKS,0.058,17,1
679,GAROFALO SPAG 8/17.6OZ  , FRESH CELERY STALKS,0.058,17,1
680,FRESH CELERY STALKS  , FRESH CELERY STALKS,0.058,17,1
681,ROMAINE HEARTS  6 CT BAG  , FRESH CELERY STALKS,0.058,17,1
682,KALAMATA OLIVES 52.9OZ  , FRESH CELERY STALKS,0.058,17,1
683,ENGLISH CUCUMBERS  , FRESH CELERY STALKS,0.058,17,1
684,ONE A DAY WOMEN'S VITAMIN  , FRESH CELERY STALKS,0.058,17,1
685,MINI BABYBEL CHEESE  , FRESH CELERY STALKS,0.058,17,1
686,KS 2PLY BATH TIS 30/425SH  , FRESH CELERY STALKS,0.058,17,1
687,COFFEEMATE F.VAN. 1/64 OZ  , FRESH CELERY STALKS,0.058,17,1
688,GOURMET MEDLEY POTATOES  , FRESH CELERY STALKS,0.058,17,1
689,DELUXE VEGETBLE BLND 8/5#  , FRESH CELERY STALKS,0.058,17,1
690,NP ORG FLAX GRNOLA 35.3Z  , FRESH CELERY STALKS,0.058,8.5,1
691,ORGANIC BABY PEAS 8/5#  , FRESH CELERY STALKS,0.058,17,1
692,KS PLC WRAP 2/750'11 7/8  , ENGLISH CUCUMBERS,0.058,17,1
693,KS MOIST FLUSHABLE WIPES  , ENGLISH CUCUMBERS,0.058,17,1
694,DELUXE VEGETBLE BLND 8/5#  , ENGLISH CUCUMBERS,0.058,17,1
695,BAGELS 12 COUNT  , ENGLISH CUCUMBERS,0.058,17,1
696,ORGANIC GREEN BEANS 8/5#  , ENGLISH CUCUMBERS,0.058,17,1
697,SUGAR SNAP PEA  , ENGLISH CUCUMBERS,0.058,8.5,1
698,FRIGO STRING CHEESE 60/1Z  , ENGLISH CUCUMBERS,0.058,17,1
699,ROMAINE HEARTS  6 CT BAG  , ENGLISH CUCUMBERS,0.058,17,1
700,BTB ORG CHICKEN BASE 16OZ  , ENGLISH CUCUMBERS,0.058,17,1
701,KS 2PLY BATH TIS 30/425SH  , ENGLISH CUCUMBERS,0.058,17,1
702,FROSTED MINI-WHEATS 70 OZ  , ENGLISH CUCUMBERS,0.058,17,1
703,GAROFALO SPAG 8/17.6OZ  , ENGLISH CUCUMBERS,0.058,17,1
704,SCOOP AWAY 42LB LITTER BG  , ENGLISH CUCUMBERS,0.058,17,1
705,7-CHZ RAINBOW TORTELLINI  , ENGLISH CUCUMBERS,0.058,17,1
706,WHOLE GRAIN WHITE 2/32 OZ  , ENGLISH CUCUMBERS,0.058,17,1
707,KS PECORINO ROMANO 1.7#RW  , ENGLISH CUCUMBERS,0.058,17,1
708,FRESH CELERY STALKS  , ENGLISH CUCUMBERS,0.058,17,1
709,HALF & HALF UP HG  , ENGLISH CUCUMBERS,0.058,17,1
710,GOURMET MEDLEY POTATOES  , ENGLISH CUCUMBERS,0.058,17,1
711,ENGLISH CUCUMBERS  , ENGLISH CUCUMBERS,0.058,17,1
712,ORGANIC BABY PEAS 8/5#  , ENGLISH CUCUMBERS,0.058,17,1
713,GAROFALO PASTA VTY 6/1.1#  , ENGLISH CUCUMBERS,0.058,17,1
714,ONE A DAY WOMEN'S VITAMIN  , ENGLISH CUCUMBERS,0.058,17,1
715,MINI BABYBEL CHEESE  , ENGLISH CUCUMBERS,0.058,17,1
716,KALAMATA OLIVES 52.9OZ  , ENGLISH CUCUMBERS,0.058,17,1
717,BROCCOLI FLORETS 8/3.5#  , ENGLISH CUCUMBERS,0.058,17,1
718,NP ORG FLAX GRNOLA 35.3Z  , ENGLISH CUCUMBERS,0.058,8.5,1
719,ORGANIC SPRING MIX  , ENGLISH CUCUMBERS,0.058,17,1
720,RED SKIN MASHED POTATOES  , ENGLISH CUCUMBERS,0.058,17,1
721,ROMA TOMATOES  , ENGLISH CUCUMBERS,0.058,17,1
722,RICE KRISPIE TRT 54/.78 Z  , ENGLISH CUCUMBERS,0.058,17,1
723,COFFEEMATE F.VAN. 1/64 OZ  , ENGLISH CUCUMBERS,0.058,17,1
724,GLADE SCENTED OIL HWN BRZ  , ENGLISH CUCUMBERS,0.058,17,1
725,FOUR BEAN SALAD 2/35.5 OZ  , CLOS DU BOIS CHARDONNAY,0.058,17,1
726,RASPBERRIES 12OZ CLMSHEL  , CLOS DU BOIS CHARDONNAY,0.058,17,1
727,KS MALBEC  , CLOS DU BOIS CHARDONNAY,0.058,17,1
728,SALAD MIX  , CLOS DU BOIS CHARDONNAY,0.058,17,1
729,ORGANIC BABY SPINACH  , CLOS DU BOIS CHARDONNAY,0.058,17,1
730,KS HEALTHY WEIGHT CAT 20#  , CLOS DU BOIS CHARDONNAY,0.058,17,1
731,CRIMINI MUSHROOMS  , CLOS DU BOIS CHARDONNAY,0.058,17,1
732,KS CHARDONNAY 1.5L  , CLOS DU BOIS CHARDONNAY,0.058,17,1
733,KS BUTTER QTRS  6-4/1#  , CLOS DU BOIS CHARDONNAY,0.058,17,1
734,WILD PACIFIC COLD WATER  , CLOS DU BOIS CHARDONNAY,0.058,17,1
735,WHOLE ARTICHOKES 6/2-32OZ  , CLOS DU BOIS CHARDONNAY,0.058,17,1
736,SOUVERAIN CHARDONNAY  , CLOS DU BOIS CHARDONNAY,0.058,17,1
737,CHKN POTSTICKERS 9/4.2#  , CLOS DU BOIS CHARDONNAY,0.058,17,1
738,BODEGA NORTON MALBEC RSV  , CLOS DU BOIS CHARDONNAY,0.058,17,1
739,LA CARRAIA UMBRIA  , CLOS DU BOIS CHARDONNAY,0.058,17,1
740,SALONPAS PAIN RELIEVING  , CLOS DU BOIS CHARDONNAY,0.058,17,1
741,KJ GRAND RSV CHARDONNAY  , CLOS DU BOIS CHARDONNAY,0.058,17,1
742,KASIA'S PIEROGI 8/3-14 OZ  , CLOS DU BOIS CHARDONNAY,0.058,17,1
743,BENMARCO MALBEC  , CLOS DU BOIS CHARDONNAY,0.058,17,1
744,NP ORG FLAX GRNOLA 35.3Z  , CLOS DU BOIS CHARDONNAY,0.058,8.5,1
745,CLOS DU BOIS CHARDONNAY  , CLOS DU BOIS CHARDONNAY,0.058,17,1
746,CEDAR GRILLING PLANKS 6PK  , CLOS DU BOIS CHARDONNAY,0.058,17,1
747,SUGAR SNAP PEA  , CLOS DU BOIS CHARDONNAY,0.058,8.5,1
748,CHICKEN POT PIES 8CT/10OZ  , CLOS DU BOIS CHARDONNAY,0.058,17,1
749,SALONPAS PAIN RELIEVING  , ORGANIC BABY SPINACH,0.058,17,1
750,SUGAR SNAP PEA  , ORGANIC BABY SPINACH,0.058,8.5,1
751,KS MALBEC  , ORGANIC BABY SPINACH,0.058,17,1
752,LA CARRAIA UMBRIA  , ORGANIC BABY SPINACH,0.058,17,1
753,WHOLE ARTICHOKES 6/2-32OZ  , ORGANIC BABY SPINACH,0.058,17,1
754,SOUVERAIN CHARDONNAY  , ORGANIC BABY SPINACH,0.058,17,1
755,CLOS DU BOIS CHARDONNAY  , ORGANIC BABY SPINACH,0.058,17,1
756,RASPBERRIES 12OZ CLMSHEL  , ORGANIC BABY SPINACH,0.058,17,1
757,CHICKEN POT PIES 8CT/10OZ  , ORGANIC BABY SPINACH,0.058,17,1
758,NP ORG FLAX GRNOLA 35.3Z  , ORGANIC BABY SPINACH,0.058,8.5,1
759,ORGANIC BABY SPINACH  , ORGANIC BABY SPINACH,0.058,17,1
760,KS CHARDONNAY 1.5L  , ORGANIC BABY SPINACH,0.058,17,1
761,BODEGA NORTON MALBEC RSV  , ORGANIC BABY SPINACH,0.058,17,1
762,CHKN POTSTICKERS 9/4.2#  , ORGANIC BABY SPINACH,0.058,17,1
763,KS HEALTHY WEIGHT CAT 20#  , ORGANIC BABY SPINACH,0.058,17,1
764,WILD PACIFIC COLD WATER  , ORGANIC BABY SPINACH,0.058,17,1
765,CEDAR GRILLING PLANKS 6PK  , ORGANIC BABY SPINACH,0.058,17,1
766,BENMARCO MALBEC  , ORGANIC BABY SPINACH,0.058,17,1
767,SALAD MIX  , ORGANIC BABY SPINACH,0.058,17,1
768,FOUR BEAN SALAD 2/35.5 OZ  , ORGANIC BABY SPINACH,0.058,17,1
769,KJ GRAND RSV CHARDONNAY  , ORGANIC BABY SPINACH,0.058,17,1
770,KS BUTTER QTRS  6-4/1#  , ORGANIC BABY SPINACH,0.058,17,1
771,KASIA'S PIEROGI 8/3-14 OZ  , ORGANIC BABY SPINACH,0.058,17,1
772,CRIMINI MUSHROOMS  , ORGANIC BABY SPINACH,0.058,17,1
773,SUGAR SNAP PEA  , BENMARCO MALBEC,0.058,8.5,1
774,CRIMINI MUSHROOMS  , BENMARCO MALBEC,0.058,17,1
775,LA CARRAIA UMBRIA  , BENMARCO MALBEC,0.058,17,1
776,KASIA'S PIEROGI 8/3-14 OZ  , BENMARCO MALBEC,0.058,17,1
777,KJ GRAND RSV CHARDONNAY  , BENMARCO MALBEC,0.058,17,1
778,KS BUTTER QTRS  6-4/1#  , BENMARCO MALBEC,0.058,17,1
779,SOUVERAIN CHARDONNAY  , BENMARCO MALBEC,0.058,17,1
780,KS CHARDONNAY 1.5L  , BENMARCO MALBEC,0.058,17,1
781,ORGANIC BABY SPINACH  , BENMARCO MALBEC,0.058,17,1
782,SALAD MIX  , BENMARCO MALBEC,0.058,17,1
783,CHKN POTSTICKERS 9/4.2#  , BENMARCO MALBEC,0.058,17,1
784,NP ORG FLAX GRNOLA 35.3Z  , BENMARCO MALBEC,0.058,8.5,1
785,CLOS DU BOIS CHARDONNAY  , BENMARCO MALBEC,0.058,17,1
786,KS HEALTHY WEIGHT CAT 20#  , BENMARCO MALBEC,0.058,17,1
787,SALONPAS PAIN RELIEVING  , BENMARCO MALBEC,0.058,17,1
788,BENMARCO MALBEC  , BENMARCO MALBEC,0.058,17,1
789,CEDAR GRILLING PLANKS 6PK  , BENMARCO MALBEC,0.058,17,1
790,WHOLE ARTICHOKES 6/2-32OZ  , BENMARCO MALBEC,0.058,17,1
791,WILD PACIFIC COLD WATER  , BENMARCO MALBEC,0.058,17,1
792,CHICKEN POT PIES 8CT/10OZ  , BENMARCO MALBEC,0.058,17,1
793,BODEGA NORTON MALBEC RSV  , BENMARCO MALBEC,0.058,17,1
794,KS MALBEC  , BENMARCO MALBEC,0.058,17,1
795,RASPBERRIES 12OZ CLMSHEL  , BENMARCO MALBEC,0.058,17,1
796,FOUR BEAN SALAD 2/35.5 OZ  , BENMARCO MALBEC,0.058,17,1
797,SCOOP AWAY 42LB LITTER BG  , KALAMATA OLIVES 52.9OZ,0.058,17,1
798,NP ORG FLAX GRNOLA 35.3Z  , KALAMATA OLIVES 52.9OZ,0.058,8.5,1
799,RICE KRISPIE TRT 54/.78 Z  , KALAMATA OLIVES 52.9OZ,0.058,17,1
800,BROCCOLI FLORETS 8/3.5#  , KALAMATA OLIVES 52.9OZ,0.058,17,1
801,ONE A DAY WOMEN'S VITAMIN  , KALAMATA OLIVES 52.9OZ,0.058,17,1
802,RED SKIN MASHED POTATOES  , KALAMATA OLIVES 52.9OZ,0.058,17,1
803,BAGELS 12 COUNT  , KALAMATA OLIVES 52.9OZ,0.058,17,1
804,MINI BABYBEL CHEESE  , KALAMATA OLIVES 52.9OZ,0.058,17,1
805,FROSTED MINI-WHEATS 70 OZ  , KALAMATA OLIVES 52.9OZ,0.058,17,1
806,GLADE SCENTED OIL HWN BRZ  , KALAMATA OLIVES 52.9OZ,0.058,17,1
807,KALAMATA OLIVES 52.9OZ  , KALAMATA OLIVES 52.9OZ,0.058,17,1
808,ENGLISH CUCUMBERS  , KALAMATA OLIVES 52.9OZ,0.058,17,1
809,GAROFALO PASTA VTY 6/1.1#  , KALAMATA OLIVES 52.9OZ,0.058,17,1
810,ORGANIC SPRING MIX  , KALAMATA OLIVES 52.9OZ,0.058,17,1
811,KS PLC WRAP 2/750'11 7/8  , KALAMATA OLIVES 52.9OZ,0.058,17,1
812,GAROFALO SPAG 8/17.6OZ  , KALAMATA OLIVES 52.9OZ,0.058,17,1
813,FRESH CELERY STALKS  , KALAMATA OLIVES 52.9OZ,0.058,17,1
814,FRIGO STRING CHEESE 60/1Z  , KALAMATA OLIVES 52.9OZ,0.058,17,1
815,ROMAINE HEARTS  6 CT BAG  , KALAMATA OLIVES 52.9OZ,0.058,17,1
816,HALF & HALF UP HG  , KALAMATA OLIVES 52.9OZ,0.058,17,1
817,BTB ORG CHICKEN BASE 16OZ  , KALAMATA OLIVES 52.9OZ,0.058,17,1
818,ORGANIC BABY PEAS 8/5#  , KALAMATA OLIVES 52.9OZ,0.058,17,1
819,SUGAR SNAP PEA  , KALAMATA OLIVES 52.9OZ,0.058,8.5,1
820,7-CHZ RAINBOW TORTELLINI  , KALAMATA OLIVES 52.9OZ,0.058,17,1
821,WHOLE GRAIN WHITE 2/32 OZ  , KALAMATA OLIVES 52.9OZ,0.058,17,1
822,KS 2PLY BATH TIS 30/425SH  , KALAMATA OLIVES 52.9OZ,0.058,17,1
823,COFFEEMATE F.VAN. 1/64 OZ  , KALAMATA OLIVES 52.9OZ,0.058,17,1
824,DELUXE VEGETBLE BLND 8/5#  , KALAMATA OLIVES 52.9OZ,0.058,17,1
825,KS MOIST FLUSHABLE WIPES  , KALAMATA OLIVES 52.9OZ,0.058,17,1
826,KS PECORINO ROMANO 1.7#RW  , KALAMATA OLIVES 52.9OZ,0.058,17,1
827,ORGANIC GREEN BEANS 8/5#  , KALAMATA OLIVES 52.9OZ,0.058,17,1
828,GOURMET MEDLEY POTATOES  , KALAMATA OLIVES 52.9OZ,0.058,17,1
829,ROMA TOMATOES  , KALAMATA OLIVES 52.9OZ,0.058,17,1
830,BAGELS 12 COUNT  , FROSTED MINI-WHEATS 70 OZ,0.058,17,1
831,SCOOP AWAY 42LB LITTER BG  , FROSTED MINI-WHEATS 70 OZ,0.058,17,1
832,NP ORG FLAX GRNOLA 35.3Z  , FROSTED MINI-WHEATS 70 OZ,0.058,8.5,1
833,ROMAINE HEARTS  6 CT BAG  , FROSTED MINI-WHEATS 70 OZ,0.058,17,1
834,GAROFALO SPAG 8/17.6OZ  , FROSTED MINI-WHEATS 70 OZ,0.058,17,1
835,SUGAR SNAP PEA  , FROSTED MINI-WHEATS 70 OZ,0.058,8.5,1
836,GAROFALO PASTA VTY 6/1.1#  , FROSTED MINI-WHEATS 70 OZ,0.058,17,1
837,KS 2PLY BATH TIS 30/425SH  , FROSTED MINI-WHEATS 70 OZ,0.058,17,1
838,ORGANIC SPRING MIX  , FROSTED MINI-WHEATS 70 OZ,0.058,17,1
839,7-CHZ RAINBOW TORTELLINI  , FROSTED MINI-WHEATS 70 OZ,0.058,17,1
840,GLADE SCENTED OIL HWN BRZ  , FROSTED MINI-WHEATS 70 OZ,0.058,17,1
841,RED SKIN MASHED POTATOES  , FROSTED MINI-WHEATS 70 OZ,0.058,17,1
842,KS PECORINO ROMANO 1.7#RW  , FROSTED MINI-WHEATS 70 OZ,0.058,17,1
843,BTB ORG CHICKEN BASE 16OZ  , FROSTED MINI-WHEATS 70 OZ,0.058,17,1
844,FRESH CELERY STALKS  , FROSTED MINI-WHEATS 70 OZ,0.058,17,1
845,HALF & HALF UP HG  , FROSTED MINI-WHEATS 70 OZ,0.058,17,1
846,ENGLISH CUCUMBERS  , FROSTED MINI-WHEATS 70 OZ,0.058,17,1
847,MINI BABYBEL CHEESE  , FROSTED MINI-WHEATS 70 OZ,0.058,17,1
848,ORGANIC GREEN BEANS 8/5#  , FROSTED MINI-WHEATS 70 OZ,0.058,17,1
849,ROMA TOMATOES  , FROSTED MINI-WHEATS 70 OZ,0.058,17,1
850,BROCCOLI FLORETS 8/3.5#  , FROSTED MINI-WHEATS 70 OZ,0.058,17,1
851,FROSTED MINI-WHEATS 70 OZ  , FROSTED MINI-WHEATS 70 OZ,0.058,17,1
852,GOURMET MEDLEY POTATOES  , FROSTED MINI-WHEATS 70 OZ,0.058,17,1
853,COFFEEMATE F.VAN. 1/64 OZ  , FROSTED MINI-WHEATS 70 OZ,0.058,17,1
854,KALAMATA OLIVES 52.9OZ  , FROSTED MINI-WHEATS 70 OZ,0.058,17,1
855,ORGANIC BABY PEAS 8/5#  , FROSTED MINI-WHEATS 70 OZ,0.058,17,1
856,ONE A DAY WOMEN'S VITAMIN  , FROSTED MINI-WHEATS 70 OZ,0.058,17,1
857,DELUXE VEGETBLE BLND 8/5#  , FROSTED MINI-WHEATS 70 OZ,0.058,17,1
858,FRIGO STRING CHEESE 60/1Z  , FROSTED MINI-WHEATS 70 OZ,0.058,17,1
859,KS MOIST FLUSHABLE WIPES  , FROSTED MINI-WHEATS 70 OZ,0.058,17,1
860,WHOLE GRAIN WHITE 2/32 OZ  , FROSTED MINI-WHEATS 70 OZ,0.058,17,1
861,RICE KRISPIE TRT 54/.78 Z  , FROSTED MINI-WHEATS 70 OZ,0.058,17,1
862,KS PLC WRAP 2/750'11 7/8  , FROSTED MINI-WHEATS 70 OZ,0.058,17,1
863,FOUR BEAN SALAD 2/35.5 OZ  , WHOLE ARTICHOKES 6/2-32OZ,0.058,17,1
864,CRIMINI MUSHROOMS  , WHOLE ARTICHOKES 6/2-32OZ,0.058,17,1
865,BODEGA NORTON MALBEC RSV  , WHOLE ARTICHOKES 6/2-32OZ,0.058,17,1
866,CLOS DU BOIS CHARDONNAY  , WHOLE ARTICHOKES 6/2-32OZ,0.058,17,1
867,WILD PACIFIC COLD WATER  , WHOLE ARTICHOKES 6/2-32OZ,0.058,17,1
868,CHKN POTSTICKERS 9/4.2#  , WHOLE ARTICHOKES 6/2-32OZ,0.058,17,1
869,SALONPAS PAIN RELIEVING  , WHOLE ARTICHOKES 6/2-32OZ,0.058,17,1
870,CEDAR GRILLING PLANKS 6PK  , WHOLE ARTICHOKES 6/2-32OZ,0.058,17,1
871,LA CARRAIA UMBRIA  , WHOLE ARTICHOKES 6/2-32OZ,0.058,17,1
872,KASIA'S PIEROGI 8/3-14 OZ  , WHOLE ARTICHOKES 6/2-32OZ,0.058,17,1
873,NP ORG FLAX GRNOLA 35.3Z  , WHOLE ARTICHOKES 6/2-32OZ,0.058,8.5,1
874,BENMARCO MALBEC  , WHOLE ARTICHOKES 6/2-32OZ,0.058,17,1
875,KS MALBEC  , WHOLE ARTICHOKES 6/2-32OZ,0.058,17,1
876,SOUVERAIN CHARDONNAY  , WHOLE ARTICHOKES 6/2-32OZ,0.058,17,1
877,KJ GRAND RSV CHARDONNAY  , WHOLE ARTICHOKES 6/2-32OZ,0.058,17,1
878,ORGANIC BABY SPINACH  , WHOLE ARTICHOKES 6/2-32OZ,0.058,17,1
879,SALAD MIX  , WHOLE ARTICHOKES 6/2-32OZ,0.058,17,1
880,KS CHARDONNAY 1.5L  , WHOLE ARTICHOKES 6/2-32OZ,0.058,17,1
881,RASPBERRIES 12OZ CLMSHEL  , WHOLE ARTICHOKES 6/2-32OZ,0.058,17,1
882,SUGAR SNAP PEA  , WHOLE ARTICHOKES 6/2-32OZ,0.058,8.5,1
883,KS HEALTHY WEIGHT CAT 20#  , WHOLE ARTICHOKES 6/2-32OZ,0.058,17,1
884,KS BUTTER QTRS  6-4/1#  , WHOLE ARTICHOKES 6/2-32OZ,0.058,17,1
885,WHOLE ARTICHOKES 6/2-32OZ  , WHOLE ARTICHOKES 6/2-32OZ,0.058,17,1
886,CHICKEN POT PIES 8CT/10OZ  , WHOLE ARTICHOKES 6/2-32OZ,0.058,17,1
887,ORGANICVILLE SESAME 35 OZ  , KS ORGANIC NO-SALT 14.5OZ,0.058,17,1
888,KS 42 ROUND PET BED  , KS ORGANIC NO-SALT 14.5OZ,0.058,17,1
889,KS BABY WIPES 900CT  , KS ORGANIC NO-SALT 14.5OZ,0.058,17,1
890,KS ORGANIC NO-SALT 14.5OZ  , KS ORGANIC NO-SALT 14.5OZ,0.058,17,1
891,7-CHZ RAINBOW TORTELLINI  , ROMA TOMATOES,0.058,17,1
892,FROSTED MINI-WHEATS 70 OZ  , ROMA TOMATOES,0.058,17,1
893,ORGANIC GREEN BEANS 8/5#  , ROMA TOMATOES,0.058,17,1
894,ROMAINE HEARTS  6 CT BAG  , ROMA TOMATOES,0.058,17,1
895,GOURMET MEDLEY POTATOES  , ROMA TOMATOES,0.058,17,1
896,BTB ORG CHICKEN BASE 16OZ  , ROMA TOMATOES,0.058,17,1
