S.No.,Rule,Support,Lift,Confidence
534,KS MARINARA SAUCE 3/32OZ  , GAROFALO SPAG 8/17.6OZ,0.034,14.5,0.5
535,KS RED RASPBERRY 42 OZ  , GAROFALO SPAG 8/17.6OZ,0.034,14.5,0.5
536,KALAMATA OLIVES 52.9OZ  , GAROFALO SPAG 8/17.6OZ,0.034,14.5,0.5
537,CAPRI SUN SUPERV 40/6 OZ  , GAROFALO SPAG 8/17.6OZ,0.034,14.5,0.5
538,SWISS MISS NO-SUGAR 60CT  , GAROFALO SPAG 8/17.6OZ,0.034,14.5,0.5
539,KS ORG EX V OLIVE OIL 2L  , GAROFALO SPAG 8/17.6OZ,0.034,14.5,0.5
540,KS ORG DICED TOM 8/14.5OZ  , GAROFALO SPAG 8/17.6OZ,0.034,14.5,0.5
541,KS CHICKEN BREAST 6/12.5Z  , GAROFALO SPAG 8/17.6OZ,0.034,14.5,0.5
542,XL PITTED BLK OLIVES 8/6Z  , GAROFALO SPAG 8/17.6OZ,0.034,7.25,0.5
543,KS PURE HONEY BEAR 3/24OZ  , GAROFALO SPAG 8/17.6OZ,0.034,14.5,0.5
544,SUNPIX HEARTS/PALM 2/25OZ  , GAROFALO SPAG 8/17.6OZ,0.034,14.5,0.5
545,WHOLE GRAIN WHITE 2/32 OZ  , GAROFALO SPAG 8/17.6OZ,0.068,14.5,1
546,KS SLICED PEACHES 8/15OZ  , GAROFALO SPAG 8/17.6OZ,0.034,14.5,0.5
547,MISSION 10 FLOUR TORT.  , GAROFALO SPAG 8/17.6OZ,0.034,14.5,0.5
548,FROSTED MINI-WHEATS 70 OZ  , GAROFALO SPAG 8/17.6OZ,0.068,9.666,1
549,QUAKER TOASTED OATMEAL  , GAROFALO SPAG 8/17.6OZ,0.034,14.5,0.5
550,KS GREEN BEANS 12/14.5OZ  , HUNTS SNACK PACK 36/3.75,0.034,29,1
551,GO GO APPLESAUCE 16/3.2OZ  , HUNTS SNACK PACK 36/3.75,0.034,29,1
552,APPLE BERRY SQUEEZABLE  , HUNTS SNACK PACK 36/3.75,0.034,29,1
553,HUNTS SNACK PACK 36/3.75  , HUNTS SNACK PACK 36/3.75,0.034,29,1
554,B&W WILD PINK SALMON 6/6Z  , HUNTS SNACK PACK 36/3.75,0.034,29,1
555,KS ORG EX V OLIVE OIL 2L  , CAPRI SUN SUPERV 40/6 OZ,0.034,29,1
556,SUNPIX HEARTS/PALM 2/25OZ  , CAPRI SUN SUPERV 40/6 OZ,0.034,29,1
557,KS CHICKEN BREAST 6/12.5Z  , CAPRI SUN SUPERV 40/6 OZ,0.034,29,1
558,KS MARINARA SAUCE 3/32OZ  , CAPRI SUN SUPERV 40/6 OZ,0.034,29,1
559,WHOLE GRAIN WHITE 2/32 OZ  , CAPRI SUN SUPERV 40/6 OZ,0.034,14.5,1
560,KS ORG DICED TOM 8/14.5OZ  , CAPRI SUN SUPERV 40/6 OZ,0.034,29,1
561,KS RED RASPBERRY 42 OZ  , CAPRI SUN SUPERV 40/6 OZ,0.034,29,1
562,KS ARTICHOKE IN OIL 2/33Z  , CAPRI SUN SUPERV 40/6 OZ,0.034,29,1
563,KS PURE HONEY BEAR 3/24OZ  , CAPRI SUN SUPERV 40/6 OZ,0.034,29,1
564,FROSTED MINI-WHEATS 70 OZ  , CAPRI SUN SUPERV 40/6 OZ,0.034,9.666,1
565,KS SLICED PEACHES 8/15OZ  , CAPRI SUN SUPERV 40/6 OZ,0.034,29,1
566,STUFF QUEEN OLIVES 2/21OZ  , CAPRI SUN SUPERV 40/6 OZ,0.034,29,1
567,GAROFALO SPAG 8/17.6OZ  , CAPRI SUN SUPERV 40/6 OZ,0.034,14.5,1
568,XL PITTED BLK OLIVES 8/6Z  , CAPRI SUN SUPERV 40/6 OZ,0.034,14.5,1
569,NP ORG FLAX GRNOLA 35.3Z  , CAPRI SUN SUPERV 40/6 OZ,0.034,5.8,1
570,HUNT'S SNACK PACK 36/3.75  , CAPRI SUN SUPERV 40/6 OZ,0.034,29,1
571,CAPRI SUN SUPERV 40/6 OZ  , CAPRI SUN SUPERV 40/6 OZ,0.034,29,1
572,SWISS MISS NO-SUGAR 60CT  , CAPRI SUN SUPERV 40/6 OZ,0.034,29,1
573,QUAKER TOASTED OATMEAL  , CAPRI SUN SUPERV 40/6 OZ,0.034,29,1
574,MISSION 10 FLOUR TORT.  , CAPRI SUN SUPERV 40/6 OZ,0.034,29,1
575,KS WHEAT BREAD  , CNTRY TIME LEMONADE 67.3Z,0.034,7.25,1
576,CNTRY TIME LEMONADE 67.3Z  , CNTRY TIME LEMONADE 67.3Z,0.034,29,1
577,KRAFT PARM CHEESE 24OZ  , SUNDRIED TOMATOES 12/32Z,0.034,14.5,0.5
578,GOYA BLACK BEANS 6/15.5 Z  , SUNDRIED TOMATOES 12/32Z,0.034,14.5,0.5
579,CAPRI SUN 100% JUICE  , SUNDRIED TOMATOES 12/32Z,0.068,9.666,1
580,SUNDRIED TOMATOES 12/32Z  , SUNDRIED TOMATOES 12/32Z,0.068,14.5,1
581,SCHWEBEL'S GIANT WHITE  , SUNDRIED TOMATOES 12/32Z,0.034,14.5,0.5
582,FROSTED MINI-WHEATS 70 OZ  , KS ORG EX V OLIVE OIL 2L,0.034,9.666,1
583,CAPRI SUN SUPERV 40/6 OZ  , KS ORG EX V OLIVE OIL 2L,0.034,29,1
584,GAROFALO SPAG 8/17.6OZ  , KS ORG EX V OLIVE OIL 2L,0.034,14.5,1
585,KS ORG EX V OLIVE OIL 2L  , KS ORG EX V OLIVE OIL 2L,0.034,29,1
586,KS ARTICHOKE IN OIL 2/33Z  , KS ORG EX V OLIVE OIL 2L,0.034,29,1
587,KS CHICKEN BREAST 6/12.5Z  , KS ORG EX V OLIVE OIL 2L,0.034,29,1
588,NP ORG FLAX GRNOLA 35.3Z  , KS ORG EX V OLIVE OIL 2L,0.034,5.8,1
589,SUNPIX HEARTS/PALM 2/25OZ  , KS ORG EX V OLIVE OIL 2L,0.034,29,1
590,KS PURE HONEY BEAR 3/24OZ  , KS ORG EX V OLIVE OIL 2L,0.034,29,1
591,KS SLICED PEACHES 8/15OZ  , KS ORG EX V OLIVE OIL 2L,0.034,29,1
592,SWISS MISS NO-SUGAR 60CT  , KS ORG EX V OLIVE OIL 2L,0.034,29,1
593,KS ORG DICED TOM 8/14.5OZ  , KS ORG EX V OLIVE OIL 2L,0.034,29,1
594,KS RED RASPBERRY 42 OZ  , KS ORG EX V OLIVE OIL 2L,0.034,29,1
595,HUNT'S SNACK PACK 36/3.75  , KS ORG EX V OLIVE OIL 2L,0.034,29,1
596,KS MARINARA SAUCE 3/32OZ  , KS ORG EX V OLIVE OIL 2L,0.034,29,1
597,STUFF QUEEN OLIVES 2/21OZ  , KS ORG EX V OLIVE OIL 2L,0.034,29,1
598,WHOLE GRAIN WHITE 2/32 OZ  , KS ORG EX V OLIVE OIL 2L,0.034,14.5,1
599,QUAKER TOASTED OATMEAL  , KS ORG EX V OLIVE OIL 2L,0.034,29,1
600,MISSION 10 FLOUR TORT.  , KS ORG EX V OLIVE OIL 2L,0.034,29,1
601,XL PITTED BLK OLIVES 8/6Z  , KS ORG EX V OLIVE OIL 2L,0.034,14.5,1
602,412086 PARSLEY FLAKES  , HLTHY BGNNNGS WHITE WHEAT,0.034,29,1
603,HLTHY BGNNNGS WHITE WHEAT  , HLTHY BGNNNGS WHITE WHEAT,0.034,29,1
604,DM FRUIT VTY CUP 20/4 OZ  , HLTHY BGNNNGS WHITE WHEAT,0.034,29,1
605,MOTTS ORIGINAL APPLESAUCE  , HLTHY BGNNNGS WHITE WHEAT,0.034,29,1
606,MOTT'S APPLE JUICE 2/128Z  , HLTHY BGNNNGS WHITE WHEAT,0.034,29,1
607,C&F MAYOCOBA BEANS  , HLTHY BGNNNGS WHITE WHEAT,0.034,29,1
608,KS GARLIC & MED SEA SALT  , HLTHY BGNNNGS WHITE WHEAT,0.034,29,1
609,KS SLICED PEACHES 8/15OZ  , HUNT'S SNACK PACK 36/3.75,0.034,29,1
610,STUFF QUEEN OLIVES 2/21OZ  , HUNT'S SNACK PACK 36/3.75,0.034,29,1
611,QUAKER TOASTED OATMEAL  , HUNT'S SNACK PACK 36/3.75,0.034,29,1
612,HUNT'S SNACK PACK 36/3.75  , HUNT'S SNACK PACK 36/3.75,0.034,29,1
613,KS ORG EX V OLIVE OIL 2L  , HUNT'S SNACK PACK 36/3.75,0.034,29,1
614,MISSION 10 FLOUR TORT.  , HUNT'S SNACK PACK 36/3.75,0.034,29,1
615,GAROFALO SPAG 8/17.6OZ  , HUNT'S SNACK PACK 36/3.75,0.034,14.5,1
616,SWISS MISS NO-SUGAR 60CT  , HUNT'S SNACK PACK 36/3.75,0.034,29,1
617,XL PITTED BLK OLIVES 8/6Z  , HUNT'S SNACK PACK 36/3.75,0.034,14.5,1
618,KS MARINARA SAUCE 3/32OZ  , HUNT'S SNACK PACK 36/3.75,0.034,29,1
619,CAPRI SUN SUPERV 40/6 OZ  , HUNT'S SNACK PACK 36/3.75,0.034,29,1
620,KS CHICKEN BREAST 6/12.5Z  , HUNT'S SNACK PACK 36/3.75,0.034,29,1
621,SUNPIX HEARTS/PALM 2/25OZ  , HUNT'S SNACK PACK 36/3.75,0.034,29,1
622,KS PURE HONEY BEAR 3/24OZ  , HUNT'S SNACK PACK 36/3.75,0.034,29,1
623,NP ORG FLAX GRNOLA 35.3Z  , HUNT'S SNACK PACK 36/3.75,0.034,5.8,1
624,FROSTED MINI-WHEATS 70 OZ  , HUNT'S SNACK PACK 36/3.75,0.034,9.666,1
625,KS ARTICHOKE IN OIL 2/33Z  , HUNT'S SNACK PACK 36/3.75,0.034,29,1
626,WHOLE GRAIN WHITE 2/32 OZ  , HUNT'S SNACK PACK 36/3.75,0.034,14.5,1
627,KS RED RASPBERRY 42 OZ  , HUNT'S SNACK PACK 36/3.75,0.034,29,1
628,KS ORG DICED TOM 8/14.5OZ  , HUNT'S SNACK PACK 36/3.75,0.034,29,1
629,KS MULTIGRAIN BREAD 2/28Z  , NP ORG CHIA COCONUT 35.3Z,0.034,14.5,1
630,S&W BLACK BEANS 8/15 OZ  , NP ORG CHIA COCONUT 35.3Z,0.034,29,1
631,NP ORG CHIA COCONUT 35.3Z  , NP ORG CHIA COCONUT 35.3Z,0.034,29,1
632,NP ORG FLAX GRNOLA 35.3Z  , NP ORG CHIA COCONUT 35.3Z,0.034,5.8,1
633,412086 PARSLEY FLAKES  , MOTTS ORIGINAL APPLESAUCE,0.034,29,1
634,MOTTS ORIGINAL APPLESAUCE  , MOTTS ORIGINAL APPLESAUCE,0.034,29,1
635,KS GARLIC & MED SEA SALT  , MOTTS ORIGINAL APPLESAUCE,0.034,29,1
636,DM FRUIT VTY CUP 20/4 OZ  , MOTTS ORIGINAL APPLESAUCE,0.034,29,1
637,C&F MAYOCOBA BEANS  , MOTTS ORIGINAL APPLESAUCE,0.034,29,1
638,MOTT'S APPLE JUICE 2/128Z  , MOTTS ORIGINAL APPLESAUCE,0.034,29,1
639,HLTHY BGNNNGS WHITE WHEAT  , MOTTS ORIGINAL APPLESAUCE,0.034,29,1
640,HAWAIIAN SWEET ROLLS 24CT  , HAWAIIAN SWEET ROLLS 24CT,0.034,29,1
641,SPAM LOW SODIUM 6/12OZ  , HAWAIIAN SWEET ROLLS 24CT,0.034,29,1
642,SUNPIX HEARTS/PALM 2/25OZ  , XL PITTED BLK OLIVES 8/6Z,0.034,14.5,0.5
643,KS 100% JUICE 36/6.75 OZ  , XL PITTED BLK OLIVES 8/6Z,0.034,14.5,0.5
644,KS SLICED PEACHES 8/15OZ  , XL PITTED BLK OLIVES 8/6Z,0.034,14.5,0.5
645,QUAKER TOASTED OATMEAL  , XL PITTED BLK OLIVES 8/6Z,0.034,14.5,0.5
646,KS MARINARA SAUCE 3/32OZ  , XL PITTED BLK OLIVES 8/6Z,0.034,14.5,0.5
647,FROSTED MINI-WHEATS 70 OZ  , XL PITTED BLK OLIVES 8/6Z,0.034,4.833,0.5
648,NP ORG FLAX GRNOLA 35.3Z  , XL PITTED BLK OLIVES 8/6Z,0.034,2.9,0.5
649,WHOLE GRAIN WHITE 2/32 OZ  , XL PITTED BLK OLIVES 8/6Z,0.034,7.25,0.5
650,GAROFALO SPAG 8/17.6OZ  , XL PITTED BLK OLIVES 8/6Z,0.034,7.25,0.5
651,KS ARTICHOKE IN OIL 2/33Z  , XL PITTED BLK OLIVES 8/6Z,0.034,14.5,0.5
652,KS ORG VAN SOYMILK 12/32Z  , XL PITTED BLK OLIVES 8/6Z,0.034,14.5,0.5
653,CAPRI SUN SUPERV 40/6 OZ  , XL PITTED BLK OLIVES 8/6Z,0.034,14.5,0.5
654,HUNT'S SNACK PACK 36/3.75  , XL PITTED BLK OLIVES 8/6Z,0.034,14.5,0.5
655,MISSION 10 FLOUR TORT.  , XL PITTED BLK OLIVES 8/6Z,0.034,14.5,0.5
656,KS ORG EX V OLIVE OIL 2L  , XL PITTED BLK OLIVES 8/6Z,0.034,14.5,0.5
657,KS ORG DICED TOM 8/14.5OZ  , XL PITTED BLK OLIVES 8/6Z,0.034,14.5,0.5
658,KS RED RASPBERRY 42 OZ  , XL PITTED BLK OLIVES 8/6Z,0.034,14.5,0.5
659,STUFF QUEEN OLIVES 2/21OZ  , XL PITTED BLK OLIVES 8/6Z,0.034,14.5,0.5
660,XL PITTED BLK OLIVES 8/6Z  , XL PITTED BLK OLIVES 8/6Z,0.068,14.5,1
661,KS CHICKEN BREAST 6/12.5Z  , XL PITTED BLK OLIVES 8/6Z,0.034,14.5,0.5
662,KS PURE HONEY BEAR 3/24OZ  , XL PITTED BLK OLIVES 8/6Z,0.034,14.5,0.5
663,SWISS MISS NO-SUGAR 60CT  , XL PITTED BLK OLIVES 8/6Z,0.034,14.5,0.5
664,6' HOT DOG BUNS 24CT  , SKIPPY CREAMY 2/48 OZ,0.034,29,1
665,SKIPPY CREAMY 2/48 OZ  , SKIPPY CREAMY 2/48 OZ,0.034,29,1
666,FROSTED MINI-WHEATS 70 OZ  , SKIPPY CREAMY 2/48 OZ,0.034,9.666,1
667,KS MULTIGRAIN ROUNDS 24CT  , SKIPPY CREAMY 2/48 OZ,0.034,29,1
668,HONEY BUNCHES OATS 48OZ  , SKIPPY CHUNKY 2/48 OZ,0.034,29,1
669,COFFEEMATE ORIGINAL 56OZ  , SKIPPY CHUNKY 2/48 OZ,0.034,29,1
670,SKIPPY CHUNKY 2/48 OZ  , SKIPPY CHUNKY 2/48 OZ,0.034,29,1
671,MAYOCOBA BEANS  20LB  , PETITE PALMIERS 32 OZ,0.034,9.666,0.33
672,KS WHEAT BREAD  , PETITE PALMIERS 32 OZ,0.068,4.833,0.67
673,CHOLULA HOTSAUCE 2/12 OZ.  , PETITE PALMIERS 32 OZ,0.034,9.666,0.33
674,QUAKER OLD FASHN OATS 10#  , PETITE PALMIERS 32 OZ,0.034,4.833,0.33
675,PETITE PALMIERS 32 OZ  , PETITE PALMIERS 32 OZ,0.103,9.666,1
676,HOMAI CALROSE RICE 50#  , PETITE PALMIERS 32 OZ,0.034,9.666,0.33
677,MAZOLA CORN OIL 2.5GL  , PETITE PALMIERS 32 OZ,0.034,9.666,0.33
678,SUNNY D 2/128Z FL STYLE  , PETITE PALMIERS 32 OZ,0.034,4.833,0.33
679,STRAWBERRY 2/32Z SMUCKERS  , PETITE PALMIERS 32 OZ,0.034,9.666,0.33
680,KS MANDARIN ORANGE 20/4Z  , PETITE PALMIERS 32 OZ,0.034,9.666,0.33
681,KS CRAN COCKTAIL 2/96 OZ  , PETITE PALMIERS 32 OZ,0.034,3.222,0.33
682,S&W BLACK BEANS 8/15 OZ  , KS MULTIGRAIN BREAD 2/28Z,0.034,14.5,0.5
683,SUNNY D 2/128Z FL STYLE  , KS MULTIGRAIN BREAD 2/28Z,0.034,7.25,0.5
684,NP ORG CHIA COCONUT 35.3Z  , KS MULTIGRAIN BREAD 2/28Z,0.034,14.5,0.5
685,KS CRAN COCKTAIL 2/96 OZ  , KS MULTIGRAIN BREAD 2/28Z,0.034,4.833,0.5
686,GUERRERO 6 CORN TORTILLA  , KS MULTIGRAIN BREAD 2/28Z,0.034,14.5,0.5
687,KS MULTIGRAIN BREAD 2/28Z  , KS MULTIGRAIN BREAD 2/28Z,0.068,14.5,1
688,NP ORG FLAX GRNOLA 35.3Z  , KS MULTIGRAIN BREAD 2/28Z,0.034,2.9,0.5
689,KRAFT PARM CHEESE 24OZ  , SCHWEBEL'S GIANT WHITE,0.034,29,1
690,SCHWEBEL'S GIANT WHITE  , SCHWEBEL'S GIANT WHITE,0.034,29,1
691,SUNDRIED TOMATOES 12/32Z  , SCHWEBEL'S GIANT WHITE,0.034,14.5,1
692,CAPRI SUN 100% JUICE  , SCHWEBEL'S GIANT WHITE,0.034,9.666,1
693,GOYA BLACK BEANS 6/15.5 Z  , SCHWEBEL'S GIANT WHITE,0.034,29,1
694,GOYA BLACK BEANS 6/15.5 Z  , KRAFT PARM CHEESE 24OZ,0.034,29,1
695,SUNDRIED TOMATOES 12/32Z  , KRAFT PARM CHEESE 24OZ,0.034,14.5,1
696,KRAFT PARM CHEESE 24OZ  , KRAFT PARM CHEESE 24OZ,0.034,29,1
697,SCHWEBEL'S GIANT WHITE  , KRAFT PARM CHEESE 24OZ,0.034,29,1
698,CAPRI SUN 100% JUICE  , KRAFT PARM CHEESE 24OZ,0.034,9.666,1
699,NP ORG FLAX GRNOLA 35.3Z  , NP ORG FLAX GRNOLA 35.3Z,0.172,5.8,1
700,KS MULTIGRAIN BREAD 2/28Z  , NP ORG FLAX GRNOLA 35.3Z,0.034,2.9,0.2
701,XL PITTED BLK OLIVES 8/6Z  , NP ORG FLAX GRNOLA 35.3Z,0.034,2.9,0.2
702,NP ORG CHIA COCONUT 35.3Z  , NP ORG FLAX GRNOLA 35.3Z,0.034,5.8,0.2
703,HUNT'S SNACK PACK 36/3.75  , NP ORG FLAX GRNOLA 35.3Z,0.034,5.8,0.2
704,KS ORG EX V OLIVE OIL 2L  , NP ORG FLAX GRNOLA 35.3Z,0.034,5.8,0.2
705,CAPRI SUN SUPERV 40/6 OZ  , NP ORG FLAX GRNOLA 35.3Z,0.034,5.8,0.2
706,GAROFALO SPAG 8/17.6OZ  , NP ORG FLAX GRNOLA 35.3Z,0.068,5.8,0.4
707,GAROFALO PASTA VTY 6/1.1#  , NP ORG FLAX GRNOLA 35.3Z,0.034,5.8,0.2
708,KS RED RASPBERRY 42 OZ  , NP ORG FLAX GRNOLA 35.3Z,0.034,5.8,0.2
709,STUFF QUEEN OLIVES 2/21OZ  , NP ORG FLAX GRNOLA 35.3Z,0.034,5.8,0.2
710,KS ORG DICED TOM 8/14.5OZ  , NP ORG FLAX GRNOLA 35.3Z,0.034,5.8,0.2
711,KS PURE HONEY BEAR 3/24OZ  , NP ORG FLAX GRNOLA 35.3Z,0.034,5.8,0.2
712,KS MARINARA SAUCE 3/32OZ  , NP ORG FLAX GRNOLA 35.3Z,0.034,5.8,0.2
713,KS ARTICHOKE IN OIL 2/33Z  , NP ORG FLAX GRNOLA 35.3Z,0.034,5.8,0.2
714,KS SLICED PEACHES 8/15OZ  , NP ORG FLAX GRNOLA 35.3Z,0.034,5.8,0.2
715,QUAKER TOASTED OATMEAL  , NP ORG FLAX GRNOLA 35.3Z,0.034,5.8,0.2
716,BTB ORG CHICKEN BASE 16OZ  , NP ORG FLAX GRNOLA 35.3Z,0.034,5.8,0.2
717,S&W BLACK BEANS 8/15 OZ  , NP ORG FLAX GRNOLA 35.3Z,0.034,5.8,0.2
718,MISSION 10 FLOUR TORT.  , NP ORG FLAX GRNOLA 35.3Z,0.034,5.8,0.2
719,WHOLE ARTICHOKES 6/2-32OZ  , NP ORG FLAX GRNOLA 35.3Z,0.034,5.8,0.2
720,FROSTED MINI-WHEATS 70 OZ  , NP ORG FLAX GRNOLA 35.3Z,0.068,3.866,0.4
721,KALAMATA OLIVES 52.9OZ  , NP ORG FLAX GRNOLA 35.3Z,0.034,5.8,0.2
722,SWISS MISS NO-SUGAR 60CT  , NP ORG FLAX GRNOLA 35.3Z,0.034,5.8,0.2
723,KS CHICKEN BREAST 6/12.5Z  , NP ORG FLAX GRNOLA 35.3Z,0.034,5.8,0.2
724,SUNPIX HEARTS/PALM 2/25OZ  , NP ORG FLAX GRNOLA 35.3Z,0.034,5.8,0.2
725,FOUR BEAN SALAD 2/35.5 OZ  , NP ORG FLAX GRNOLA 35.3Z,0.034,5.8,0.2
726,WHOLE GRAIN WHITE 2/32 OZ  , NP ORG FLAX GRNOLA 35.3Z,0.068,5.8,0.4
